20190821_211418, 557.3333333333334, 13.503812097939996, 458.3333333333333, 9973.222222222226, -5.5000000000000036
20190821_211808, 375.51851851851853, 6.482938379198897, 641.6666666666667, 70875.30864197537, 9.857338820301786
20190821_212018, 488.3, 6.489667901648297, 500.0, 176.9, 0.5849999999999994
20190821_212137, 437.1304347826087, 13.847560821728223, 533.3333333333334, 9438.415458937205, 4.182734719596725
20190821_212245, 374.55555555555554, 35.06185011281255, 683.3333333333334, 96527.51851851855, 11.436213991769549
20190821_212455, 460.23809523809524, 11.588376771164985, 525.0, 4322.0, 3.0839002267573696
20190821_212657, 386.6923076923077, 63.196689299848124, 616.6666666666667, 56728.41880341884, 8.845167652859963
20190821_212833, 431.5652173913044, 4.679025607154877, 566.6666666666666, 18273.34299516907, 5.873976055450533
20190821_212949, 372.3703703703704, 17.06356475550294, 666.6666666666666, 86890.69135802469, 10.89986282578875
20190821_213048, 416.875, 2.908944228021419, 583.3333333333334, 27716.486111111124, 6.93576388888889
20190821_213224, 373.6666666666667, 4.44626031280567, 641.6666666666667, 71843.03703703708, 9.925925925925927
20190821_213336, 407.2, 7.427426651719064, 583.3333333333334, 31075.911111111123, 7.0453333333333354
20190821_213455, 515.7894736842105, 7.87103655017997, 483.3333333333333, 1112.0935672514634, -1.7082179132040636
20190821_213615, 395.4230769230769, 14.43377449435338, 600.0, 42052.03846153846, 7.868343195266273
20190821_213750, 546.6666666666666, 18.93953226330949, 450.0, 9683.222222222223, -5.3703703703703685
20190822_195517, 381.38461538461536, 13.053970807618418, 500.0, 14233.461538461539, 4.562130177514794
20190822_195623, 381.38461538461536, 13.053970807618418, 600.0, 47956.53846153846, 8.40828402366864
20190822_200118, 398.76, 17.79578601804371, 641.6666666666667, 59307.67111111116, 9.71626666666667
20190822_202902, 379.11538461538464, 7.62273926132554, 583.3333333333334, 41760.841880341904, 7.854536489151874
20190822_205208, 413.25, 23.898790218608212, 575.0, 26710.416666666668, 6.739583333333333
20190822_205405, 397.92, 5.330103188494571, 600.0, 40863.6, 8.0832
20190823_215828, 359.07142857142856, 9.999735446236015, 691.6666666666666, 110716.01587301586, 11.878401360544217
20190823_220044, 418.6666666666667, 3.9526179180129595, 583.3333333333334, 27130.083333333343, 6.861111111111112
20190823_220242, 352.7857142857143, 5.65919208248448, 683.3333333333334, 109292.61111111112, 11.805272108843539
